name,AngelList_website,tagline
Cybersettle,https://angel.co/company/cybersettle,
Aria Networks,https://angel.co/company/aria-networks,
SchoolTube,https://angel.co/company/schooltube,
MeetingSense Software,https://angel.co/company/meetingsense-software,The Next Evolution of Meetings - Cloud Meeting Collaboration for Everyone
Izenda,https://angel.co/company/izenda,Embedded BI for SaaS Apps
TipRanks,https://angel.co/company/tipranks,
Method CRM,https://angel.co/company/method-crm,
RtTech,https://angel.co/company/rttech,
CustomerXPs Software Private,https://angel.co/company/customerxps-software-private,
Fragmob,https://angel.co/company/fragmob,Mobile B2B Sales Productivity SaaS Platform
CorrectNet,https://angel.co/company/correctnet,
OxiCool,https://angel.co/company/oxicool,
Magency Digital,https://angel.co/company/magency-digital,engaging mobile apps for corporate events and classroom training
Blendle,https://angel.co/company/blendle,Home to the world's best journalism
Five Minutes Delivery,https://angel.co/company/five-minutes-delivery,Fast Response E-commerce for FMCG (Fast Moving Consumer Goods)
medECUBE,https://angel.co/company/medecube,
Sicoya,https://angel.co/company/sicoya,
LUNCH:ON,https://angel.co/company/lunch-on-1,"Get lunch at work, without the work."
College Vine,https://angel.co/company/college-vine,
BigchainDB,https://angel.co/company/bigchaindb,The Blockchain Database
FatTail,https://angel.co/company/fattail,
Anchor,https://angel.co/company/anchor-2,"Cloud sync, collaboration for businesses"
Marketing Evolution,https://angel.co/company/marketing-evolution,
GillBus,https://angel.co/company/gillbus,GDS in bus transportation
SentiOne,https://angel.co/company/sentione,Conversational AI Platform - Discover customer service automation with AI chatbots
Kindful,https://angel.co/company/kindful-1,Fundraising tools and donor data together at last.
Showuhow,https://angel.co/company/showuhow,
Project Manager,https://angel.co/company/project-manager-1,
SimplyCast,https://angel.co/company/simplycast,
Shared Spectrum,https://angel.co/company/shared-spectrum,
Evergram,https://angel.co/company/evergram-1,
Electro-Petroleum,https://angel.co/company/electro-petroleum,
Shakr Media,https://angel.co/company/shakr-media-1,
Zoom2u,https://angel.co/company/zoom2u,On Demand Courier Service
Wave® - Free Internet & IPTV,https://angel.co/company/waveos,Freer Internet & IPTV
Shazura,https://angel.co/company/shazura,AI Visual Intelligence. Mirroring how humans understand visuals.
Spaceknow,https://angel.co/company/spaceknow,Deep learning for satellite imagery
Sirqul,https://angel.co/company/sirqul-1,IoT Platform
CloudLex,https://angel.co/company/cloudlex,
Alto IRA,https://angel.co/company/alto-ira,
Adalta,https://angel.co/company/adalta,
Aruspex,https://angel.co/company/aruspex,
Studyplaces,https://angel.co/company/studyplaces,
babystep.tv,https://angel.co/company/babysteptv,Parenting content subscriptions
DeNovo Sciences,https://angel.co/company/denovo-sciences,
New Era Portfolio,https://angel.co/company/new-era-portfolio,
Softwear Automation,https://angel.co/company/softwear-automation,Changing the textile industry and bring manufacturing jobs to the US
zyBooks,https://angel.co/company/zybooks,
Cordata Healthcare Innovations,https://angel.co/company/cordata-healthcare-innovations,Care Coordination and analytics for healthcare specialties like Spine and Oncology
Scriptr.io,https://angel.co/company/scriptr-io,
E-Mist Innovations,https://angel.co/company/e-mist-innovations,Infection Control and Prevention: Better. Faster. Cheaper.
Sales Portal,https://angel.co/company/sales-portal,AdSense for contact centers - a real time auction-based exchange for live phone leads
Appsfire,https://angel.co/company/appsfire,Appsfire is a global leading discovery and distribution platform for mobile apps.
ReadyForZero,https://angel.co/company/readyforzero,Tackle any debt faster and track your credit online - automatically.
Soldsie,https://angel.co/company/soldsie,Social Shopping Platform
WeBuyGold,https://angel.co/company/webuygold,24K Content. Stay Tooned.
Devpost,https://angel.co/company/devpost,Showcase & discover software and hackathons (previously ChallengePost!)
TextDigger (2005-2010),https://angel.co/company/textdigger-2005-2010,Semantic Search Platform
pingg.com,https://angel.co/company/celebrations-com,
Jolicloud,https://angel.co/company/jolicloud,
Hashable,https://angel.co/company/hashable,
MojoPages,https://angel.co/company/mojopages,Discover your neighborhood through Social Trends
Effective Measure,https://angel.co/company/effective-measure,
SilverPush,https://angel.co/company/silverpush,Artificial Intelligence driven advertising for video content
CrowdStreet,https://angel.co/company/crowdstreet,Connecting Investors with Investment Real Estate
Moment,https://angel.co/company/moment-2,"Photography gear, travel, and inspiration. You In?"
WOO Sports,https://angel.co/company/woo-sports,On-board motion sensor that turns action sports into an online game
Speakeasy,https://angel.co/company/speakeasy-8,Mobile Conference Calling Customers Love
Tablelist,https://angel.co/company/tablelist,Real-time online reservations and venue management for nightlife & events
Stream,https://angel.co/company/stream,Stream is an API for building and scaling activity feeds and chat
Ripple.co,https://angel.co/company/ripple-co,
CogniFit,https://angel.co/company/cognifit,CogniFit is a leading developer of online brain training and brain fitness solutions
Fanbase,https://angel.co/company/fanbase,
Lifecrowd,https://angel.co/company/lifecrowd,Marketplace for social activities (MuckerLab W12)
Apisphere,https://angel.co/company/apisphere,Apisphere was founded in 2006 and sold in 2010 to Airity a 2M corporation
aquaMobile,https://angel.co/company/aquamobile,Mobile technologies provide the physical world of the advantages of the digital world
Ignighter,https://angel.co/company/ignighter,
Marketcetera,https://angel.co/company/marketcetera,
Traity,https://angel.co/company/traity,The Reputation Standard - building a world where we can trust one another
WayBetter,https://angel.co/company/waybetter,Bet on yourself!
TenXer,https://angel.co/company/tenxer,Helping software development managers be better managers.
Yevvo,https://angel.co/company/yevvo,Life is live.
Pathmatics,https://angel.co/company/adomic-formerly-yieldmetrics,Marketing Intelligence Platform
Intellinote,https://angel.co/company/intellinote,"Intellinote is an intelligent notepad to take notes, turn into actions and get work done."
Rockabox,https://angel.co/company/rockabox,
Weemo,https://angel.co/company/weemo,Embedded Cloud Video Communication
Bitvore,https://angel.co/company/bitvore,
InternMatch,https://angel.co/company/internmatch-1,
Next Caller,https://angel.co/company/next-caller,Next Caller creates a positive CX through real-time call verification technology.
Breezeworks,https://angel.co/company/breezeworks,Mobile workflow automation for on-site service vendors
opvizor,https://angel.co/company/opvizor,Control and Optimize for VMware environments
Kopo Kopo,https://angel.co/company/kopo-kopo,We make it possible for any business to accept mobile money payments
Abine,https://angel.co/company/abine,The online privacy company
LuckyLabs,https://angel.co/company/luckylabs,"If you're going to squander your life, please, do it with us."
Disconnect,https://angel.co/company/disconnect,The easiest way to protect your online privacy
busuu,https://angel.co/company/busuu,The world’s largest social network for learning languages with over 60 million users
HiringSolved,https://angel.co/company/hiringsolved,We make talent discovery easy
CoPatient,https://angel.co/company/copatient,We find errors in medical bills to save money for patients.
Suiteness,https://angel.co/company/suiteness,The only place to book connecting hotel rooms and suites
9Lenses,https://angel.co/company/9lenses,"Organizational Intelligence Platform: Collect, Connect, and Quantify Human Insights"
TrustRadius,https://angel.co/company/trustradius,Changing the way enterprise software is bought and sold through in-depth user reviews
Picturelife,https://angel.co/company/picturelife,The smart home for photos
Startup Institute,https://angel.co/company/startup-institute,Immersive Education for the Innovation Economy
Handshakez,https://angel.co/company/handshakez,
Cratejoy,https://angel.co/company/cratejoy,Start your own subscription business
Looksharp,https://angel.co/company/internmatch,
Doorbot,https://angel.co/company/doorbot,
Koa.la,https://angel.co/company/koa-la,
Dwell,https://angel.co/company/dwell,Connecting the modern world.
Wrapify,https://angel.co/company/wrapify,Empowering drivers through advertising
PhraseTech,https://angel.co/company/phrasetech,"Text creation, management and optimization for online retailers"
Groupize,https://angel.co/company/groupize,The easy to use Platform for Simple Corporate Meetings
Viewpoints,https://angel.co/company/viewpoints,
Katango,https://angel.co/company/katango,
Thuuz,https://angel.co/company/thuuz,
Culinary Agents,https://angel.co/company/culinary-agents,"Job Matching, career development for the food, bev & hospitality industry"
ChefsFeed,https://angel.co/company/chefsfeed-1,"Expert-powered food and drink discovery, inspiration, and experiences."
1World Online,https://angel.co/company/1world-1,We combine Native Advertising and Research on Blockchain
Influence Mobile,https://angel.co/company/influencemobile,Helping female sports fans turn daily actions into rewards.
LocoMotive Labs,https://angel.co/company/locomotive-labs-1,
Azuqua,https://angel.co/company/azuqua,Azuqua is redefining integration. We connect cloud services in minutes
Joya,https://angel.co/company/joya,
flytedesk,https://angel.co/company/flytedesk,flytedesk is the technology that powers college media.
My Docket,https://angel.co/company/my-docket,
Causemo,https://angel.co/company/causemo,Fundraising Intelligence and Targeting
myDocket,https://angel.co/company/mydocket,
Backtrace I/O,https://angel.co/company/backtrace-i-o,The crash reporting and analysis platform for enterprise workloads.
Trocafone,https://angel.co/company/trocafone,Recommerce platform for consumer electronics in LATAM
LiveLike,https://angel.co/company/livelike,The most innovative sports viewing experience ever built.
Veniam,https://angel.co/company/veniam,
Luka,https://angel.co/company/luka-6,
Insightpool,https://angel.co/company/insightpool,The Social Relationship Intelligence Platform
Spreedly,https://angel.co/company/spreedly,Build your own financial stack with our cloud software for payments
Wesabe,https://angel.co/company/wesabe,
Viximo,https://angel.co/company/viximo,
Markavip,https://angel.co/company/markavip,
Hark,https://angel.co/company/hark,World's Largest Sound Bite Platform
ChartIQ,https://angel.co/company/chartiq,"Social, mobile stock charting."
Full Circle CRM,https://angel.co/company/full-circle-crm,"""Moneyball"" for marketing"
Rev,https://angel.co/company/rev,freelance labor and machine learning
Flipps,https://angel.co/company/flipps,Make TV Magical
Vow To Be Chic,https://angel.co/company/vow-to-be-chic,Designer Bridesmaid Dress Rentals Online
Liftoff,https://angel.co/company/liftoff-1,CPA-optimized mobile app marketing platform
ScalingData,https://angel.co/company/scalingdata,
Palo Alto Health Sciences,https://angel.co/company/palo-alto-health-sciences,
Virgil Security,https://angel.co/company/virgil-security-inc,Virgil Security makes every developer an applied cryptologist.
Onerent,https://angel.co/company/onerent,Automated Rentals with a Human Touch
Bus.com,https://angel.co/company/busdotcom,Book a charter bus online.
Print Syndicate,https://angel.co/company/print-syndicate,
STRIVR Labs,https://angel.co/company/strivr-labs,
Kaodim,https://angel.co/company/kaodim-1,Online Service Marketplace
LeagueApps,https://angel.co/company/leagueapps,The operating system for youth sports
Appcentral,https://angel.co/company/appcentral,Mobile app management (Acquired by Good Technology in October 2012)
Ixtens,https://angel.co/company/ixtens,
Ontela,https://angel.co/company/ontela,
BioDigital,https://angel.co/company/biodigital,Google Earth for the Human Body
Mobilewalla,https://angel.co/company/mobilewalla,
DanceOn,https://angel.co/company/danceon,Music and pop culture programming for millennials seeking entertainment everywhere
PacketZoom,https://angel.co/company/packetzoom,Get your customers on the Mobile Expresslane
LePort Schools,https://angel.co/company/leport-schools,A superior alternative in education
Concurrent,https://angel.co/company/concurrent,
CureJoy,https://angel.co/company/curejoy,Unlocking $80B Alternative & Natural Healthcare Industry
Vacation Listing Service,https://angel.co/company/vacation-listing-service,
Air,https://angel.co/company/air,Stream live video to the people you care about. 
ACV Auctions,https://angel.co/company/acv-auctions,A revolutionary mobile auction platform for wholesale
Chefs Feed,https://angel.co/company/chefs-feed-2,
The Dodo,https://angel.co/company/the-dodo,
Avochato,https://angel.co/company/avochato,Enterprise Mobile Messaging CRM
Velano Vascular,https://angel.co/company/velano-vascular,
Nomad Health,https://angel.co/company/nomadhealth,Platform for temporary medical staffing
Madison Color,https://angel.co/company/madison-color-2,
Pinnatta,https://angel.co/company/pinnatta,Personalize and send interactive messages that evoke feelings and emotions!
FlashParking,https://angel.co/company/flash-valet,"Enterprise - Parking - Revenue Control Technology (Valet, Gated, Events, we do it all)"
Mobibucks,https://angel.co/company/mobibucks,
PhotoShelter,https://angel.co/company/photoshelter,Cloud-based Digital Asset Management platform.
Pinpoint MD,https://angel.co/company/pinpoint-md,
SevenRooms,https://angel.co/company/sevenrooms,"A reservation, seating & guest management platform for hospitality operators. "
Bandit,https://angel.co/company/banditmostwanted,We match the best tech talent with the world´s best companies
Bluebox.net,https://angel.co/company/bluebox-net,
BO.LT,https://angel.co/company/bo-lt,
PostBeyond,https://angel.co/company/postbeyond,"PASSION FOR PEOPLE AND COMMUNICATIONS, TURNED INTO A SOFTWARE COMPANY."
RapidMiner,https://angel.co/company/rapidminer,RapidMiner is the #1 open source predictive analytics platform
Wearhaus,https://angel.co/company/wearhaus,Wireless audio syncing headphones
Mojn,https://angel.co/company/mojn,
M2Z Networks,https://angel.co/company/m2z-networks,
PopJax,https://angel.co/company/popjax,
TinyOwl Technology,https://angel.co/company/tinyowl-technology,
Sindeo,https://angel.co/company/sindeo,A new path home.
Revelo,https://angel.co/company/revelo,Connecting high-end talent to great companies.
ReadyPulse,https://angel.co/company/readypulse-1,Social Influencer Marketing Platform for Consumer Brands
Trufa,https://angel.co/company/trufa-2,
Ultriva,https://angel.co/company/ultriva,
Datacraft Solutions,https://angel.co/company/datacraft-solutions,
Dolphin Browser,https://angel.co/company/dolphin-browser,
MOTISTA,https://angel.co/company/motista,
Ekotrope,https://angel.co/company/ekotrope,Energy efficiency by design
Augment,https://angel.co/company/augment,The augmented reality platform that drives sales & engagement
NextGreatPlace,https://angel.co/company/nextgreatplace,
Affinio,https://angel.co/company/affinio-1,Marketing Intelligent Platform
Dissolve,https://angel.co/company/dissolve,Extraordinary Stock Footage and Photography
Nutonian,https://angel.co/company/nutonian,Uncover the hidden relationships in big data
SmartTurn a DiCentral Company,https://angel.co/company/smartturn-a-dicentral-company,
Theramyt Novobiologics,https://angel.co/company/theramyt-novobiologics,
adsquare,https://angel.co/company/adsquare,
PeerNova,https://angel.co/company/peernova,Building Real-Time Frictionless Financial Markets Through Trust and Transparency
eSUB Construction Software,https://angel.co/company/esub-construction-software,Project management for commercial construction subcontractors 
Revelator,https://angel.co/company/revelator,The operating system for IP Rights
Apio Systems,https://angel.co/company/apio-systems,
Factom,https://angel.co/company/factom-for-profit,A blockchain innovations company transforming the way organizations interact with data.
Karamba Security,https://angel.co/company/karamba-security,
Zepl,https://angel.co/company/zepl,
Earth Aid,https://angel.co/company/earth-aid,
I2C Technologies,https://angel.co/company/i2c-technologies,
Better World Books,https://angel.co/company/better-world-books,
CADFORCE,https://angel.co/company/cadforce,
Engage,https://angel.co/company/engage,
Zlio,https://angel.co/company/zlio,
WeCounsel,https://angel.co/company/wecounsel,Telemedicine Software Service With An Emphasis In Mental Health
Kuli Kuli,https://angel.co/company/kuli-kuli,Food startup at the intersection of social good & CPG
Clariture,https://angel.co/company/clariture,Enterprise Healthcare Marketing Platform
LookBookHQ,https://angel.co/company/lookbookhq,
CUFF,https://angel.co/company/cuff,Smart and stylish jewelry to keep you feeling safe and connected.
MoEngage,https://angel.co/company/moengage,MoEngage is an AI-powered Marketing Automation Cloud built for the Mobile-first world.
Celect,https://angel.co/company/celect,
Cocoon Cam,https://angel.co/company/cocooncam,Contactless Health Monitoring using Computer Vision and AI
Etology.com,https://angel.co/company/etology-com,
BTC China,https://angel.co/company/btc-china,
SportsLock,https://angel.co/company/sportslock,Social On-Demand Fantasy Sports
Tonsser,https://angel.co/company/tonsser,#1 platform and performance app for ambitious young footballers
Kazan Networks,https://angel.co/company/kazan-networks,Data Storage Performance 
Zinc,https://angel.co/company/zinc-messaging,Secure enterprise communication platform
Zintro,https://angel.co/company/zintro,Connect professionals and subject-matter experts
Imshopping.com,https://angel.co/company/imshopping-com,
Textronics,https://angel.co/company/textronics,
Community Energy,https://angel.co/company/community-energy,
AdMobius,https://angel.co/company/admobius,
Zuman,https://angel.co/company/zuman,"The Premium Solution for HR, payroll and benefit administration."
Mighty Cast,https://angel.co/company/mighty-cast,Hackable smartband - we are IFTTT and gaming on your wrist
HWTrek,https://angel.co/company/hwtrek-4,The world's platform for bringing hardware to life
Gigi Hill,https://angel.co/company/gigi-hill,
RFinity,https://angel.co/company/rfinity,
TeeBeeDee,https://angel.co/company/teebeedee,
LegiTime Technologies,https://angel.co/company/legitime-technologies,
HealthMyne,https://angel.co/company/healthmyne,
Belong,https://angel.co/company/belong,We help Companies find great Passive Talent
DirectScale,https://angel.co/company/directscale,
bd4travel,https://angel.co/company/bd4travel,
Speakeasy Tech,https://angel.co/company/speakeasy-tech-4,
Wrecker,https://angel.co/company/wrecker,
Really Simple Software,https://angel.co/company/really-simple-software,
DocTalk (YC W17),https://angel.co/company/doctalk-solutions-inc,Revolutionizing patient care while making doctors' lives better.
Preview Networks,https://angel.co/company/preview-networks,
Be Here Technologies,https://angel.co/company/be-here-technologies,
TrademarkNow,https://angel.co/company/trademarknow,the intelligent trademark management platform
Predictify,https://angel.co/company/predictify,
Wis.dm,https://angel.co/company/wis-dm,
Alafair Biosciences,https://angel.co/company/alafair-biosciences,
adTheorent,https://angel.co/company/adtheorent,
First30Days,https://angel.co/company/first30days,
SceneDoc,https://angel.co/company/scenedoc,
ReflexPhotonics,https://angel.co/company/reflexphotonics,
Idea Device Technologies,https://angel.co/company/idea-device-technologies,
Xandas New Media Ventures,https://angel.co/company/xandas-new-media-ventures,seed and early stage investment in Internet and mobile ventures
InstaRem App,https://angel.co/company/instarem-app,
2020 On-site,https://angel.co/company/2020-1,Mobile vision care company
Propel,https://angel.co/company/propel-4,Product Lifecycle Management on Salesforce
Darwinbox,https://angel.co/company/darwinbox,Cloud-based workforce management and analytics application for businesses
Reelio,https://angel.co/company/reelio,Find the best video influencers for your brand
Cadenza Innovation,https://angel.co/company/cadenza-innovation,Licensing industry-changing Li-ion battery.
Kazan Networks,https://angel.co/company/kazan-networks-1,Data Storage
Vemba,https://angel.co/company/vemba,We Are Redefining Video Distribution
TERSUS Solutions,https://angel.co/company/co2nexus,Replace water with liquid CO2 to clean/sterilize fabrics & textiles
Bl Healthcare,https://angel.co/company/bl-healthcare,
Tng Pharmaceuticals,https://angel.co/company/tng-pharmaceuticals,
Sparkwords,https://angel.co/company/sparkwords,
purplle.com,https://angel.co/company/purplle-com,
Orb Networks,https://angel.co/company/orb-networks,
Sensoria,https://angel.co/company/sensoria,
ZEPL,https://angel.co/company/nflabs,Leading the transformation of enterprise analytics through Apache Zeppelin
Mobisante,https://angel.co/company/mobisante,
StepLeader Digital,https://angel.co/company/stepleader-digital,
ScanTrust,https://angel.co/company/scantrust,Internet of Packaging
Cyclica,https://angel.co/company/cyclica,Drug Discovery through Predictive Analytics
Mira DX,https://angel.co/company/mira-dx,
Roadmap,https://angel.co/company/roadmap-2,All-in-one travel app
DogBuddy,https://angel.co/company/dogbuddy,Your Perfect Dog Sitter
Flyability,https://angel.co/company/flyability,Safe drones for inaccessible places
Humanyze,https://angel.co/company/humanyze,Empower employee change through data gathered from wearables.
Tava,https://angel.co/company/tava,
Bringg,https://angel.co/company/bringg-2,
Oath Craft Pizza,https://angel.co/company/oath-craft-pizza,
Hatsize,https://angel.co/company/hatsize,
Fina Technologies,https://angel.co/company/fina-technologies,
Adsit,https://angel.co/company/adsit,
Modelinia,https://angel.co/company/modelinia,
Tyba,https://angel.co/company/tyba,
Creditas,https://angel.co/company/bankfacil,
Mamapedia.com & Mamasource.com,https://angel.co/company/mamapedia-com-mamasource-com,
Ceyx tech,https://angel.co/company/ceyx-tech,
Shoptagr,https://angel.co/company/shoptagr,It’s time to stop shopping  like it’s 1999
Databanq,https://angel.co/company/databanq,
Moi,https://angel.co/company/moi-1,Social Live Video Communication
Quickcomm Software Solutions,https://angel.co/company/quickcomm-software-solutions,
PlaySimple,https://angel.co/company/playsimple,"We make simple, fun, social games."
Daz 3d,https://angel.co/company/daz-3d,
Yallo,https://angel.co/company/yallo,Reimagine the phone call
Pi-Top,https://angel.co/company/pi-top,The world's gateway to understanding technology
Price f(x),https://angel.co/company/price-f-x,Simplifying – Accelerating – Delivering 
Speexx,https://angel.co/company/speexx,
mLevel,https://angel.co/company/mlevel,
WeTrust,https://angel.co/company/wetrust,Finance based on social capital and trust networks.
Glimpse,https://angel.co/company/glimpse,
LOVEThESIGN,https://angel.co/company/lovethesign,"LOVEThESIGN is the italian home design shop to furnish different. Be cool, stay home."
Padloc,https://angel.co/company/padloc,
AnyWhereYouGo.com,https://angel.co/company/anywhereyougo-com,Tools and testing for mobile application developers.  Acquired by HP and Argo Group (UK).
Mobiplex,https://angel.co/company/mobiplex,
Khorus,https://angel.co/company/khorus,
Owlchemy Labs,https://angel.co/company/owlchemy-labs,
MyActivityPal,https://angel.co/company/myactivitypal,
Solinea,https://angel.co/company/solinea,OpenStack Cloud Operations Transformed
Tink,https://angel.co/company/tink-1,
Vignani,https://angel.co/company/vignani,
WeCounsel Solutions,https://angel.co/company/wecounsel-solutions,
KidoZen,https://angel.co/company/kidozen,
20/20 Gene Systems,https://angel.co/company/20-20-gene-systems,
Carvi,https://angel.co/company/carvi-1,"ADAS Engine, Connected Car Data Platform for Driver behaviors"
Storelli Sports,https://angel.co/company/storelli-sports,Next-Gen Athlete Protection
LYKE,https://angel.co/company/lyke-2,Mobile Fashion Marketplace
"Monarch Teaching Technologies, VizZle",https://angel.co/company/monarch-teaching-technologies-1,"SaaS for Instructing, Differentiating and Reporting in Special Education"
Genomind,https://angel.co/company/genomind,Personalized medicine for brain health
Spruce,https://angel.co/company/spruce-8,"Title insurance & escrow company making real estate closings fast, frictionless and secure"
Eminor,https://angel.co/company/eminor,
Boulder Ionics,https://angel.co/company/boulder-ionics,
trecker.com,https://angel.co/company/trecker-com,Modern SaaS for farm administration
Cybersense,https://angel.co/company/cybersense,
Epion Health,https://angel.co/company/epion-health,Mobile Health at the Point of Care
Fanpics,https://angel.co/company/fanpics,Every fan has a story
Wysada,https://angel.co/company/wysada,Luxury delivered to your door
Chipcare,https://angel.co/company/chipcare,
RoboKind,https://angel.co/company/robokind,Advanced Social Robotics
Convo,https://angel.co/company/convo,Secure messaging and file collaboration for the modern workplace.
Mobile Travel Technologies,https://angel.co/company/mobile-travel-technologies,
Shock Treatment Management,https://angel.co/company/shock-treatment-management,
Triton Algae Innovations,https://angel.co/company/triton-algae-innovations,
Clear Standards,https://angel.co/company/clear-standards,
US Mobile,https://angel.co/company/us-mobile,Internet of things wireless carrier providing connectivity for 2B connected devices 
Previstar,https://angel.co/company/previstar,
ZVerse,https://angel.co/company/zverse,Solving the 3D Print Content Problem
Calm.io,https://angel.co/company/calm-io,AWS++-styled automation for hybrid cloud environments
Industrial Toys,https://angel.co/company/industrial-toys,
StepOne,https://angel.co/company/stepone-3,Predictive Self Help
American Biomass,https://angel.co/company/american-biomass,
ONEder,https://angel.co/company/specialneedsware,Learning Management Systems for Special Education
Bluenog,https://angel.co/company/bluenog,
Acupera,https://angel.co/company/acupera,Population Health Platform
Dang Foods,https://angel.co/company/dang-foods,Whole foods based snacks
IntelligenceNode,https://angel.co/company/intelligencenode,BIG DATA analytics lab for Retail
Vymo,https://angel.co/company/vymo,Your personal sales assistant
Esprit-Health,https://angel.co/company/esprit-health,Apple store service meets Emergency Hospital
Birddog,https://angel.co/company/birddog,Agile & responsive digital media shop
TicketBiscuit,https://angel.co/company/ticketbiscuit,Innovative ticketing technology for niche markets
Ubitexx,https://angel.co/company/ubitexx,
Homeowners of America Holding,https://angel.co/company/homeowners-of-america-holding,
Food Runner,https://angel.co/company/food-runner,
Vizimax,https://angel.co/company/vizimax,
moneymeets,https://angel.co/company/moneymeets,improve your financials
Mack Weldon,https://angel.co/company/mack-weldon-1,Reinventing Men's Basics
PeachWorks,https://angel.co/company/peachworks,
DailyNinja,https://angel.co/company/dailyninja,Delivering Freshness Daily
iguama,https://angel.co/company/iguama,
Big Cloud Analytics,https://angel.co/company/big-cloud-analytics-2,
ADMETA,https://angel.co/company/admeta,
Mercora,https://angel.co/company/mercora,
Contatta,https://angel.co/company/contatta,Contatta - first reimagining of email in 20 years & the world’s only collaborative email.
Willett Golf,https://angel.co/company/willett-golf,"Smart Pin(TM) Technology: More Accurate, Reliable and Less Expensive than GPS."
CustomerXPs Software Private,https://angel.co/company/customerxps-software-private,
LocalOye,https://angel.co/company/localoye,The easiest way to hire experts for your daily needs.
Trulymadly,https://angel.co/company/trulymadly,Dating platform for India & SE Asia
Cyberlightning,https://angel.co/company/cyberlightning,
ClearlySo,https://angel.co/company/clearlyso-1,Bringing impact to investment
Epidemic Sound,https://angel.co/company/epidemic-sound,
Talentoday,https://angel.co/company/talentoday,Building people analytics to drive career success
iTiZZiMO,https://angel.co/company/itizzimo,We simplify IT.
Acast,https://angel.co/company/acast,
Sparks Labs,https://angel.co/company/sparks-labs,
Are You A Human?,https://angel.co/company/are-you-a-human-1,
Trilio,https://angel.co/company/trilio-data,Native Data Protection for OpenStack and KVM-Based Technologies
medECUBE,https://angel.co/company/medecube,
APICloud,https://angel.co/company/apicloud,
Hundredrooms,https://angel.co/company/hundredrooms,
Creditmate,https://angel.co/company/creditmate,Technology Powered Collections Platform
LikeList,https://angel.co/company/likelist,
Marketing Evolution,https://angel.co/company/marketing-evolution,
GMI Ratings,https://angel.co/company/gmi-ratings,
BioLeap,https://angel.co/company/bioleap,
The Gilman Brothers Company,https://angel.co/company/the-gilman-brothers-company,
Hollywood Interactive Group,https://angel.co/company/hollywood-interactive-group,
IGAWorks,https://angel.co/company/igaworks,
Otologic Pharmaceutics,https://angel.co/company/otologic-pharmaceutics,
Taskbob,https://angel.co/company/taskbob-1,Uber for home services
zyBooks,https://angel.co/company/zybooks,
Get My Parking,https://angel.co/company/get-my-parking,Smart Parking for Smart Cities
Rocket.Chat,https://angel.co/company/rocket-chat,The Ultimate Open Source Web Chat Platform
bigtincan,https://angel.co/company/bigtincan,
SlantRange,https://angel.co/company/slantrange,Aerial remote sensing and analytics to deliver powerful new information for agriculture.
Spaceknow,https://angel.co/company/spaceknow,Deep learning for satellite imagery
Cogitativo,https://angel.co/company/cogitativo,managing healthcare complexity through machine learning
Push Technology,https://angel.co/company/push-technology-1,
Sirakoss,https://angel.co/company/sirakoss,
Blue Mendora,https://angel.co/company/blue-mendora,
Site 1001,https://angel.co/company/site-1001,
Bitcellar,https://angel.co/company/bitcellar,FxCamera: The No.1 Android Camera App
SciSports,https://angel.co/company/scisports,
Telepathy,https://angel.co/company/telepathy,
Coscend,https://angel.co/company/coscend-communications,Real-time Interactive Video Collaboration and Communications Services via Web
New Era Portfolio,https://angel.co/company/new-era-portfolio,
Indus OS,https://angel.co/company/indusos,World's First Regional Smartphone Operating System
Cordata Healthcare Innovations,https://angel.co/company/cordata-healthcare-innovations,Care Coordination and analytics for healthcare specialties like Spine and Oncology
Scriptr.io,https://angel.co/company/scriptr-io,
Locbox Labs,https://angel.co/company/locbox,All Your Local Business Marketing in One Box
CellScope,https://angel.co/company/cellscope,We're turning your smartphone into a digital first aid kit.
invino,https://angel.co/company/invino,Original private sale site dedicated to the wine vertical
imgix,https://angel.co/company/imgix,Real-time image processing and delivery for developers
Playdek,https://angel.co/company/playdek,Tabletop gaming for the mobile age.
Youbetme,https://angel.co/company/youbetme,Bet on anything with friends!
Qriously,https://angel.co/company/qriously,Qriously accesses the mindset of billions of people all over the world.
MojoPages,https://angel.co/company/mojopages,Discover your neighborhood through Social Trends
MyCityWay,https://angel.co/company/mycityway,Mobile apps to guide people around cities. In 75+ markets.
Callaway Digital Arts,https://angel.co/company/callaway-digital-arts,
LikeALittle,https://angel.co/company/likealittle,
Carma,https://angel.co/company/carma-3,Carshare - Commute - Carpool - Tolling
Catchfree,https://angel.co/company/catchfree,
Striiv,https://angel.co/company/striiv,Behavior & Biometric Validation at Scale for Healthcare
Cherry,https://angel.co/company/cherry,
CardFlight,https://angel.co/company/cardflight,CardFlight arms small businesses with secure and convenient payment acceptance technology.
Speakeasy,https://angel.co/company/speakeasy-8,Mobile Conference Calling Customers Love
Tablelist,https://angel.co/company/tablelist,Real-time online reservations and venue management for nightlife & events
Fatherly,https://angel.co/company/fatherly,Fatherly is the leading digital media brand for dads.
Mode,https://angel.co/company/mode-inc,Collect data from the physical world
OpenSignal,https://angel.co/company/opensignal,"Improving Signal, Together"
MediaSpike,https://angel.co/company/mediaspike,"Killer Apps and Tools for the ""Mobile VR"" Revolution!"
Miselu,https://angel.co/company/miselu,
CogniFit,https://angel.co/company/cognifit,CogniFit is a leading developer of online brain training and brain fitness solutions
Camino Real,https://angel.co/company/camino-real,
