Ticket number,Issue Date,Issue time,Meter Id,Marked Time,RP State Plate,Plate Expiry Date,VIN,Make,Body Style,Color,Location,Route,Agency,Violation code,Violation Description,Fine amount,Latitude,Longitude
4273115000,2015-12-31T00:00:00,833,,,CA,201603,,TOYT,PA,GY,2534 4TH AVE,141,51,80.69BS,NO PARK/STREET CLEAN,73,6464338.3,1834823.6
4273115011,2015-12-31T00:00:00,835,,,CA,,,MITS,PA,BK,3310 25TH ST W,141,51,80.69BS,NO PARK/STREET CLEAN,73,6464661.4,1835042.2
4273115022,2015-12-31T00:00:00,838,,,CA,201604,,FORD,PA,GN,2320 4TH AVE,141,51,80.69BS,NO PARK/STREET CLEAN,73,6464338.1,1835511.1
4273115033,2015-12-31T00:00:00,839,,,CA,201601,,MAZD,PU,BK,2318 4TH AVE,141,51,80.69BS,NO PARK/STREET CLEAN,73,6464338.1,1835516.4
4273115044,2015-12-31T00:00:00,844,,,CA,201602,,AUDI,PA,GO,2414 6TH AVE,141,51,80.69BS,NO PARK/STREET CLEAN,73,6463618.1,1835257.4
4273115055,2015-12-31T00:00:00,846,,,WA,201308,,CADI,PA,GO,2400 6TH AVE,141,51,80.69BS,NO PARK/STREET CLEAN,73,6463618.1,1835293.4
4273115066,2015-12-31T00:00:00,849,,,CA,201607,,TOYT,PA,WT,2429 7TH AVE,141,51,80.69BS,NO PARK/STREET CLEAN,73,6463257.9,1835161.4
4273115070,2015-12-31T00:00:00,851,,,CA,201602,,PLYM,PA,RD,2524 8TH AVE S,141,51,80.69BS,NO PARK/STREET CLEAN,73,6462897.8,1834886.4
4273115081,2015-12-31T00:00:00,854,,,CA,201512,,NISS,PU,GY,2414 8TH AVE S,141,51,80.69BS,NO PARK/STREET CLEAN,73,6462897.6,1835281
4273115092,2015-12-31T00:00:00,857,,,CA,201512,,TOYT,PA,GY,2590 10TH AVE,141,51,80.69BS,NO PARK/STREET CLEAN,73,6462176.5,1834461.4
4273115103,2015-12-31T00:00:00,858,,,CA,201603,,MAZD,PA,GY,2544 10TH AVE,141,51,80.69BS,NO PARK/STREET CLEAN,73,6462176.7,1834757.2
4273115114,2015-12-31T00:00:00,900,,,CA,201606,,TOYT,PA,BK,2528 10TH AVE,141,51,80.69BS,NO PARK/STREET CLEAN,73,6462176.7,1834860.1
4273115136,2015-12-31T00:00:00,910,,,CA,201611,,FORD,PA,GO,2554 BRONSON AVE S,141,51,80.69BS,NO PARK/STREET CLEAN,73,6460698.9,1834723
4273115140,2015-12-31T00:00:00,913,,,CA,201601,,HOND,PA,BK,2506 BRONSON AVE S,141,51,80.69BS,NO PARK/STREET CLEAN,73,6460856.6,1835066.7
4273115151,2015-12-31T00:00:00,1059,PW415,,CA,201606,,FORD,PA,WT,11060 PICO BL W,141,51,88.13B+,METER EXP.,63,6430105.8,1836269.5
4273115162,2015-12-31T00:00:00,1113,PW465,,CA,201603,,HOND,PA,GY,2460 OVERLAND AV,141,51,88.13B+,METER EXP.,63,6433185.9,1837548.3
4273115173,2015-12-31T00:00:00,1117,PW302,,CA,201512,,HUMM,PU,BK,10606 PICO BL W,141,51,88.13B+,METER EXP.,63,6433774.5,1838430.9
4273115184,2015-12-31T00:00:00,1121,PW334,,CA,201607,,HOND,PA,WT,2401 PATRICIA AV,141,51,88.13B+,METER EXP.,63,6434722.5,1839081
4273115195,2015-12-31T00:00:00,1141,,,CA,201608,,LEXS,PA,GY,10587 PICO BLVD W,141,51,8.06E+02,WHITE ZONE,58,6433952.9,1838553.3
4273115206,2015-12-31T00:00:00,1143,PW39,,CA,201608,,VOLK,PA,WT,2370 MANNING AV,141,51,88.13B+,METER EXP.,63,6433423.4,1838485.9
4273115210,2015-12-31T00:00:00,1146,PW51,,CA,201610,,TOYT,PA,GY,2366 PELHAM AV,141,51,88.13B+,METER EXP.,63,6433129.1,1838330.3
4273115221,2015-12-31T00:00:00,1156,PW137,,CA,201604,,TOYT,PA,BL,2288 WESTWOOD BL,141,51,88.13B+,METER EXP.,63,6431222.6,1838145.4
4273115232,2015-12-31T00:00:00,1220,PW159,,CA,201611,,SUBA,PA,BL,2285 WESTWOOD BL,141,51,88.13B+,METER EXP.,63,6431206.9,1838167.5
4273115243,2015-12-31T00:00:00,1227,PW162,,CA,,,TOYT,PU,GY,10879 TENNESSEE AV,141,51,88.13B+,METER EXP.,63,6431130.7,1837996.7
4273115254,2015-12-31T00:00:00,1235,PW210,,CA,201607,,VOLV,PA,WT,10921 PICO BL W,141,51,88.13B+,METER EXP.,63,6431315.7,1836953.5
4273115265,2015-12-31T00:00:00,1241,PW357,,CA,201607,,HYUN,PA,WT,2360 BENTLEY AV S,141,51,88.13B+,METER EXP.,63,6429937,1836535.1
4273115276,2015-12-31T00:00:00,1253,,,CA,201609,,LNDR,PA,TN,2311 COTNER AVE,141,51,8.06E+03,YELLOW ZONE,58,6428989.2,1836381.3
4273115280,2015-12-31T00:00:00,1254,,,CA,201512,,SUBA,PA,GY,2311 COTNER AVE,141,51,8.06E+03,YELLOW ZONE,58,6428989.2,1836381.3
4273115291,2015-12-31T00:00:00,1256,PW447A,,CA,201609,,MNNI,PA,BL,2331 COTNER AV,141,51,88.13B+,METER EXP.,63,6429076.2,1836259.1
4273115302,2015-12-31T00:00:00,1300,PW412,,CA,201606,,CADI,PA,BK,2401 SEPULVEDA BL S,141,51,88.13B+,METER EXP.,63,6415564.9,1864322.2
4273126012,2015-12-31T00:00:00,848,,,CA,201512,,VOLK,CM,WT,16151 NORDHOFF STREET,328,53,80.7,NO STOPPING/ANTI-GRI,163,6415323.3,1908487.1
4273126023,2015-12-31T00:00:00,1053,,,CA,201407,,VOLK,PA,WT,9310 DEERING AVENUE,328,53,5204A-,DISPLAY OF TABS,25,6381512.3,1910038.4
4273126034,2015-12-31T00:00:00,1122,,,CA,201507,,HOND,PA,WT,9341 ETON AVE,328,53,5204A-,DISPLAY OF TABS,25,6381682.8,1910545.3
4273126045,2015-12-31T00:00:00,1124,,,CA,201507,,HOND,PA,WT,9341 ETON AVE,328,53,5200,DISPLAY OF PLATES,25,6381682.8,1910545.3
4273126056,2015-12-31T00:00:00,1132,,,CA,2,,FORD,PA,WT,21732 MARILLA STREET,328,53,5204A-,DISPLAY OF TABS,25,6379710.8,1913034
4273126060,2015-12-31T00:00:00,1135,,,CA,2,,FORD,PA,WT,21732 MARILLA STREET,328,53,80.73.2,EXCEED 72HRS-ST,68,6379710.8,1913034
4273126071,2015-12-31T00:00:00,1139,,,CA,201510,,DODG,PU,RD,21734 MARILLA STREET,328,53,80.73.2,EXCEED 72HRS-ST,68,6379702.7,1913034.1
4273126082,2015-12-31T00:00:00,1142,,,CA,201510,,DODG,PU,RD,21734 MARILLA STREET,328,53,5204A-,DISPLAY OF TABS,25,6379702.7,1913034.1
4273126093,2015-12-31T00:00:00,1145,,,CA,201509,,CHEV,PA,RD,21734 MARILLA STREET,328,53,5204A-,DISPLAY OF TABS,25,6379702.7,1913034.1
4273126104,2015-12-31T00:00:00,1148,,,CA,201509,,CHEV,PA,RD,21734 MARILLA STREET,328,53,80.73.2,EXCEED 72HRS-ST,68,6379702.7,1913034.1
4273126115,2015-12-31T00:00:00,1152,,,CA,201510,,DODG,PA,PR,21734 MARILLA STREET,328,53,80.73.2,EXCEED 72HRS-ST,68,6379702.7,1913034.1
4273126126,2015-12-31T00:00:00,1157,,,CA,201510,,DODG,PA,PR,21734 MARILLA STREET,328,53,5204A-,DISPLAY OF TABS,25,6379702.7,1913034.1
4273126130,2015-12-31T00:00:00,1340,,,CA,201603,,TOYT,PU,TN,21023 SCHOENBORN ST,328,53,80.73.2,EXCEED 72HRS-ST,68,6382770.5,1903444.6
4273126141,2015-12-31T00:00:00,1406,,,CA,201607,,OTHR,MH,WT,18505 VINCENNES STREET,328,53,80.73.2,EXCEED 72HRS-ST,68,6399606.1,1910495.5
4273129033,2015-12-31T00:00:00,1120,,,CA,201508,,FORD,PA,GY,805 LINCOLN BLVD,901,51,22522-,3 FT. SIDEWALK RAMP,363,6421195.7,1822419.8
4273129044,2015-12-31T00:00:00,1147,,,CA,201602,,TOYT,PA,RD,12000 WAGNER ST,901,51,22514,FIRE HYDRANT,68,6435181.8,1820456.4
4273129055,2015-12-31T00:00:00,1200,,,CA,201612,,INFI,PA,BK,4738 INGLEWOOD BLVD,901,51,22500.1+,PARKED IN FIRE LANE,63,6435885.4,1820091.7
4273129066,2015-12-31T00:00:00,1537,,,CA,201601,,TOYT,PA,GY,8311 LINCOLN BLVD,901,51,80.69AP+,NO STOP/STANDING,93,6433830.8,1808980.2
4273129070,2015-12-31T00:00:00,1606,,,CA,201605,,TOYT,PA,SL,7110 LA TIJERA BLVD,901,51,80.69AP+,NO STOP/STANDING,93,6447781.8,1813099.9
4273129081,2015-12-31T00:00:00,1610,,,CA,,,HOND,PA,BK,7026 LA TIJERA BLVD,901,51,80.69AP+,NO STOP/STANDING,93,6448080.5,1813416.4
4273129092,2015-12-31T00:00:00,1614,,,CA,201610,,GMC,PA,BL,6944 LA TIJERA BLVD,901,51,80.69AP+,NO STOP/STANDING,93,6448372.7,1813726
4273129103,2015-12-31T00:00:00,1739,,,CA,201604,,TOYT,PA,GO,12400 JEFFERSON BLVD,901,51,80.69AP+,NO STOP/STANDING,93,6437644.7,1815809.9
4273129114,2015-12-31T00:00:00,1743,,,AZ,201507,,HOND,PA,GY,12425 JEFFERSON BLVD,901,51,80.69AP+,NO STOP/STANDING,93,6437214.6,1815586.6
4273129125,2015-12-31T00:00:00,1745,,,CA,201605,,LEXS,PA,BK,12425 JEFFERSON BLVD,901,51,80.69AP+,NO STOP/STANDING,93,6437214.6,1815586.6
4273129136,2015-12-31T00:00:00,1747,,,CA,201607,,NISS,PA,WT,12425 JEFFERSON BLVD,901,51,80.69AP+,NO STOP/STANDING,93,6437214.6,1815586.6
4273132264,2015-12-31T00:00:00,1136,,,IL,201601,,FORD,PA,SL,1741 KELTON AVE,907,51,22514,FIRE HYDRANT,68,6428304.5,1841078.2
4273132275,2015-12-31T00:00:00,1145,WS5616,,CA,201606,,TOYT,PA,RD,10948 SANTA MONICA BLVD W,907,51,88.13B+,METER EXP.,63,99999,99999
4273132286,2015-12-31T00:00:00,1228,PR717B,,CA,201512,,LINC,PA,BG,1400 CANFIELD AV,907,51,88.13B+,METER EXP.,63,6443717.5,1842722.3
4273132290,2015-12-31T00:00:00,1231,,,CA,201606,,MERZ,PA,WT,8934 PICO BLVD,907,51,8.06E+03,YELLOW ZONE,58,6444500.8,1842721.8
4273132301,2015-12-31T00:00:00,1438,PB199,,CA,201602,,TOYT,PA,SL,1301 OGDEN DR S,907,51,88.13B+,METER EXP.,63,6451488.4,1841848.9
4273132312,2015-12-31T00:00:00,1447,PR548A,,OR,201712,,HYUN,PA,GY,8501 PICO BL W,907,51,88.13B+,METER EXP.,63,6447733.7,1841999.9
4273132323,2015-12-31T00:00:00,1451,PR553,,CA,201608,,ISU,PA,SL,8501 PICO BL W,907,51,88.13B+,METER EXP.,63,6447733.7,1841999.9
4273132334,2015-12-31T00:00:00,1515,,,CA,201610,,LEXS,PA,WT,1100 ELM ST,907,51,8.06E+03,YELLOW ZONE,58,6442055.7,1843393.3
4273132345,2015-12-31T00:00:00,1526,5,,CA,201603,,LEXS,PA,BK,1311 BEVERLY GREEN DR,907,51,80.58L,PREFERENTIAL PARKING,68,6438865,1842162.9
4273132356,2015-12-31T00:00:00,1604,,1133,CA,201512,,MERZ,PA,WT,1786 KELTON AVE,907,51,80.69C,PARKED OVER TIME LIM,58,6428575.4,1840697.3
4273136232,2015-12-31T00:00:00,223,,,CA,201604,,CHEV,TK,GN,14950 VANOWEN ST,310,53,80.56E4+,RED ZONE,93,6423000.2,1893270.1
4273136243,2015-12-31T00:00:00,305,,,CA,201611,,FORD,PA,BK,6834 ETIWANDA AVE,310,53,80.56E4+,RED ZONE,93,6400891.7,1893729.9
4273136254,2015-12-31T00:00:00,328,,,CA,201605,,CHEV,PA,GN,19700 CANTLAY ST,310,53,80.69B,NO PARKING,73,6391305.6,1896418.9
4273136265,2015-12-31T00:00:00,334,,,CA,201611,,VOLK,PA,GY,20221 LEADWELL ST,310,53,80.69B,NO PARKING,73,6388234.5,1896931.2
4273136276,2015-12-31T00:00:00,338,,,CA,201606,,HOND,PA,BK,7500 OSO AVE,310,53,80.56E4+,RED ZONE,93,6387701.1,1897813.9
4273136280,2015-12-31T00:00:00,343,,,CA,201610,,CHEV,PA,GY,20400 SATICOY ST,310,53,80.69A+,STOP/STAND PROHIBIT,93,6386994.2,1898696.7
4273136291,2015-12-31T00:00:00,401,,,CA,201603,,CHEV,VN,WT,8325 VARIEL AVE,310,53,80.56E4+,RED ZONE,93,6382438.9,1903271.6
4273136302,2015-12-31T00:00:00,411,,,CA,201604,,MERZ,PA,WT,8900 TOPANGA CANYON BLVD,310,53,80.56E4+,RED ZONE,93,6379329.6,1907534.1
4273136313,2015-12-31T00:00:00,414,,,CA,201603,,HOND,PA,SL,21800 GRESHAM ST,310,53,80.56E4+,RED ZONE,93,6379407.8,1907154.2
4273136324,2015-12-31T00:00:00,453,,,CA,201609,,TOYT,PA,BK,6532 VARIEL AVE,310,53,80.69A+,STOP/STAND PROHIBIT,93,6382396.1,1891872.8
4273136335,2015-12-31T00:00:00,455,,,NC,201611,,DODG,PA,WT,6532 VARIEL AVE,310,53,80.69A+,STOP/STAND PROHIBIT,93,6382396.1,1891872.8
4273136346,2015-12-31T00:00:00,504,,,CA,201604,,TOYT,PA,OT,6743 MASON AVE,310,53,80.69A+,STOP/STAND PROHIBIT,93,6386363.2,1893197
4273136350,2015-12-31T00:00:00,510,,,CA,201604,,CHEV,PA,WT,6800 LIMERICK AVE,310,53,80.56E4+,RED ZONE,93,6385323.9,1893415.3
4273136361,2015-12-31T00:00:00,606,,,CA,,,BMW,PA,BK,5445 LINDLEY AVE,310,53,80.56E4+,RED ZONE,93,6402174.6,1884614.1
4273136372,2015-12-31T00:00:00,616,,,CA,,,RROV,PA,WT,5460 WHITE OAK AVE,310,53,8.06E+02,WHITE ZONE,58,6404815.6,1884634.1
4273136383,2015-12-31T00:00:00,621,,,CA,,,MERZ,PA,WT,17440 BURBANK BLVD,310,53,80.69A+,STOP/STAND PROHIBIT,93,6406481.8,1885468
4273144190,2015-12-31T00:00:00,43,,,CA,201603,,CHEV,PU,GN,13920 TERRA BELLA ST,315,53,80.61,STANDNG IN ALLEY,68,6429869.7,1911941.5
4273144201,2015-12-31T00:00:00,47,,,CA,,,TOYT,PU,GY,13950 TERRA BELLA ST,315,53,80.61,STANDNG IN ALLEY,68,6429667.9,1911765.7
4273144212,2015-12-31T00:00:00,129,,,CA,201607,,NISS,PU,WT,15569 CHASE ST,315,53,80.69A+,STOP/STAND PROHIBIT,93,6418956.7,1904480.8
4273144223,2015-12-31T00:00:00,134,,,CA,201511,,FRHT,TK,WT,8100 HASKELL AVE,315,53,80.69B,NO PARKING,73,6418087.5,1902113.7
4273144234,2015-12-31T00:00:00,310,,,WI,201602,,KW,TK,WT,19000 HART PL,315,53,80.69.1A,COMM TRAILER/22 FT.,78,6396275.4,1894694.8
4273144245,2015-12-31T00:00:00,312,,,IN,,,FRHT,TK,YE,19000 HART PL,315,53,80.69.1A,COMM TRAILER/22 FT.,78,6396275.4,1894694.8
4273167231,2015-12-31T00:00:00,23,,,CA,201603,,BMW,PA,SL,1604 CAHUENGA BLVD,401,54,80.69B,NO PARKING,73,6461907.6,1858882.6
4273167242,2015-12-31T00:00:00,25,,,NV,201611,,CHRY,PA,SL,1608 CAHUENGA BLVD,401,54,80.69B,NO PARKING,73,6461907.5,1858909.7
4273167253,2015-12-31T00:00:00,31,,,CA,201603,,KIA,PA,WT,1725 CAHUENGA BLVD,401,54,80.69B,NO PARKING,73,6461904.8,1859729.7
4273167264,2015-12-31T00:00:00,32,,,CA,201605,,MERZ,PA,BK,1725 CAHUENGA BLVD,401,54,80.69B,NO PARKING,73,6461904.8,1859729.7
4273167275,2015-12-31T00:00:00,33,,,CA,201606,,CHEV,PA,RD,1725 CAHUENGA BLVD,401,54,80.69B,NO PARKING,73,6461904.8,1859729.7
4273167286,2015-12-31T00:00:00,34,,,CA,201606,,FORD,VN,WT,1725 CAHUENGA BLVD,401,54,80.69B,NO PARKING,73,6461904.8,1859729.7
4273167290,2015-12-31T00:00:00,36,,,CA,201606,,FORD,VN,WT,1725 CAHUENGA BLVD,401,54,5200,DISPLAY OF PLATES,25,6461904.8,1859729.7
4273167301,2015-12-31T00:00:00,50,,,CA,201610,,CHRY,PA,SL,1642 LAS PALMAS AVE N,401,54,8.06E+02,WHITE ZONE,58,6459909.1,1859125.5
4273167312,2015-12-31T00:00:00,54,,,CA,201602,,LEXS,PA,WT,1633 LAS PALMAS AVE N,401,54,5200,DISPLAY OF PLATES,25,6459909.4,1859056.4
4273167323,2015-12-31T00:00:00,137,,,CA,201605,,CHEV,PA,WT,1661 IVAR AVE,401,54,80.69B,NO PARKING,73,6462322,1859263.8
4273167334,2015-12-31T00:00:00,144,,,CA,201607,,HOND,PA,GY,1612 CAHUENGA BLVD,401,54,80.69B,NO PARKING,73,6461907.4,1858936.9
4273167345,2015-12-31T00:00:00,146,,,CA,201603,,MITS,PA,RD,1612 CAHUENGA BLVD,401,54,80.69B,NO PARKING,73,6461907.4,1858936.9
4273167356,2015-12-31T00:00:00,147,,,CT,,,VOLV,PA,BK,1612 CAHUENGA BLVD,401,54,80.69B,NO PARKING,73,6461907.4,1858936.9
4273167360,2015-12-31T00:00:00,153,,,CA,201611,,MNNI,PA,WT,1620 CAHUENGA BLVD,401,54,80.69B,NO PARKING,73,6461907.3,1858991.3
4273167371,2015-12-31T00:00:00,159,,,CA,,,NISS,PA,BK,1608 CAHUENGA BLVD,401,54,80.69B,NO PARKING,73,6461907.5,1858909.7
4273167382,2015-12-31T00:00:00,224,,,CA,201606,,MERZ,PA,SL,1616 CAHUENGA BLVD,401,54,80.69B,NO PARKING,73,6461907.3,1858964.1
4273167393,2015-12-31T00:00:00,225,,,CA,201606,,MERZ,PA,SL,1616 CAHUENGA BLVD,401,54,5200,DISPLAY OF PLATES,25,6461907.3,1858964.1
4273167404,2015-12-31T00:00:00,227,,,TX,201607,,MERZ,PA,WT,1608 CAHUENGA BLVD,401,54,80.69B,NO PARKING,73,6461907.5,1858909.7
4273167415,2015-12-31T00:00:00,241,,,CO,201608,,INFI,PA,GY,6541 HOLLYWOOD BLVD,401,54,80.69B,NO PARKING,73,6460990.2,1859517.2
4273167430,2015-12-31T00:00:00,306,,,CA,201610,,DODG,PA,BK,6331 HOLLYWOOD BLVD,401,54,80.69B,NO PARKING,73,6462449.4,1859523.8
4273167441,2015-12-31T00:00:00,307,,,AZ,,,CHRY,PA,BL,6331 HOLLYWOOD BLVD,401,54,80.69B,NO PARKING,73,6462449.4,1859523.8
4273167452,2015-12-31T00:00:00,309,,,NM,201601,,NISS,PA,GY,6360 HOLLYWOOD BLVD,401,54,80.69B,NO PARKING,73,6462194.1,1859522.5
4273168922,2015-12-31T00:00:00,924,PM172,,CA,201605,,TOYT,PA,BK,9700 VENICE BL,777,51,88.13B+,METER EXP.,63,6441432.5,1831462.4
4273168944,2015-12-31T00:00:00,1044,,930,CA,201605,,DODG,PA,BL,8937 ROBERTSON BLVD,777,51,80.69C,PARKED OVER TIME LIM,58,99999,99999
4273168955,2015-12-31T00:00:00,1045,,930,CA,201604,,CHEV,PA,WT,8937 ROBERTSON BLVD,777,51,80.69C,PARKED OVER TIME LIM,58,99999,99999
4273168966,2015-12-31T00:00:00,1046,,930,CA,201608,,TOYT,PA,BL,8937 ROBERTSON BLVD,777,51,80.69C,PARKED OVER TIME LIM,58,99999,99999
4273168970,2015-12-31T00:00:00,1052,,930,CA,201509,,CHEV,PA,BK,3119 LIVONIA AVE,777,51,80.69C,PARKED OVER TIME LIM,58,6443009.5,1834399.4
4273168981,2015-12-31T00:00:00,1054,,,CA,201509,,CHEV,PA,BK,3119 LIVONIA AVE,777,51,5204A-,DISPLAY OF TABS,25,6443009.5,1834399.4
4273168992,2015-12-31T00:00:00,1055,,930,CA,201608,,CHEV,PA,BK,3119 LIVONIA AVE,777,51,80.69C,PARKED OVER TIME LIM,58,6443009.5,1834399.4
4273169003,2015-12-31T00:00:00,1101,,940,CA,201602,,NISS,PA,SL,9037 CATTARAUGUS AVE,777,51,80.69C,PARKED OVER TIME LIM,58,6443542.8,1835342.5
4273169014,2015-12-31T00:00:00,1102,,945,CA,201604,,HOND,PA,SL,9051 CATTARAUGUS AVE,777,51,80.69C,PARKED OVER TIME LIM,58,6443478.1,1835364.6
4273169025,2015-12-31T00:00:00,1103,,940,CA,201609,,FORD,PA,RD,9051 CATTARAUGUS AVE,777,51,80.69C,PARKED OVER TIME LIM,58,6443478.1,1835364.6
4273169036,2015-12-31T00:00:00,1238,MM801,,CA,201606,,TOYT,PA,SL,5500 WILSHIRE BL,777,51,88.13B+,METER EXP.,63,6456184.3,1845220.7
4273169040,2015-12-31T00:00:00,1241,MM119A,,CA,201605,,NISS,PA,BK,701 DETROIT ST S,777,51,88.13B+,METER EXP.,63,6457132.2,1845194.9
4273179956,2015-12-31T00:00:00,1052,,,CA,201605,,FORD,PU,WT,835 PALMS BLVD,904,51,80.69BS,NO PARK/STREET CLEAN,73,6421986.2,1820698.6
4273179960,2015-12-31T00:00:00,1054,,,CA,201602,,VOLV,PA,GY,819 PALMS BLVD,904,51,80.69BS,NO PARK/STREET CLEAN,73,6421936.2,1820613.1
4273179971,2015-12-31T00:00:00,1106,,,CA,201608,,AUDI,PA,BL,413 WESTMINSTER AVE,904,51,80.69BS,NO PARK/STREET CLEAN,73,6419057.2,1819963.8
4273179982,2015-12-31T00:00:00,1109,,,CA,201609,,BUIC,PA,WT,1028 4TH AVE,904,51,80.69BS,NO PARK/STREET CLEAN,73,6465080.1,1841650.3
4273179993,2015-12-31T00:00:00,1112,,,CA,201610,,MAZD,VN,WT,919 5TH AVE,904,51,80.69BS,NO PARK/STREET CLEAN,73,6419027.8,1820498.8
4273180004,2015-12-31T00:00:00,1114,,,CA,201606,,CHEV,PU,WT,919 5TH AVE,904,51,80.69BS,NO PARK/STREET CLEAN,73,6419027.8,1820498.8
4273183504,2015-12-31T00:00:00,749,,,CA,,,TOYT,PA,SL,4707 W MELROSE AVE,449,54,80.69AA+,NO STOP/STAND,93,6469865,1852922.5
4273183515,2015-12-31T00:00:00,828,,,CA,201608,,HOND,PA,RD,4278 W 3RD ST,449,54,22500E,BLOCKING DRIVEWAY,68,6468571.6,1847624.9
4273183526,2015-12-31T00:00:00,903,,,CA,201601,,TOYT,PA,SL,4025 W 5TH ST,449,54,80.69BS,NO PARK/STREET CLEAN,73,6468996,1846304.8
4273183530,2015-12-31T00:00:00,1008,HO557,,CA,201606,,FIAT,PA,RD,1701 N IVAR AV,449,54,88.13B+,METER EXP.,63,6462321.2,1859523.3
4273183541,2015-12-31T00:00:00,1033,,,CA,201609,,CHEV,PA,RD,7650 W MELROSE AVE,449,54,80.56E4+,RED ZONE,93,6453765.3,1853033.8
4273183552,2015-12-31T00:00:00,1039,LM324,,CA,,,MERZ,PA,WT,7418 W MELROSE AV,449,54,88.13B+,METER EXP.,63,6455224.6,1852990.3
4273183563,2015-12-31T00:00:00,1110,HO36,,CA,201612,,NISS,PA,YE,1601 LAS PALMAS AV N,449,54,88.13B+,METER EXP.,63,6459910.7,1858835.4
4273183574,2015-12-31T00:00:00,1411,L240,,CA,201608,,FORD,PA,WT,611 LARCHMONT BL N,449,54,88.13B+,METER EXP.,63,6463661.2,1852380.7
4273205941,2015-12-31T00:00:00,805,,,CA,201511,,TOYT,PA,GY,25520 NORMANDIE AVE S,567,55,80.69BS,NO PARK/STREET CLEAN,73,6471280,1747045.9
4273205952,2015-12-31T00:00:00,806,,,CA,201610,,NISS,PA,BN,25520 NORMANDIE AVE S,567,55,80.69BS,NO PARK/STREET CLEAN,73,6471280,1747045.9
4273205963,2015-12-31T00:00:00,808,,,CA,201603,,HYUN,PA,WT,25520 NORMANDIE AVE S,567,55,80.69BS,NO PARK/STREET CLEAN,73,6471280,1747045.9
4273205974,2015-12-31T00:00:00,809,,,CA,201509,,UNK,MH,BG,25424 NORMANDIE AVE S,567,55,80.69BS,NO PARK/STREET CLEAN,73,6471281.7,1747376.9
4273205985,2015-12-31T00:00:00,812,,,CA,201510,,BUIC,PA,BL,25220 NORMANDIE AVE S,567,55,80.69BS,NO PARK/STREET CLEAN,73,6471285.5,1748106.1
4273205996,2015-12-31T00:00:00,813,,,CA,201512,,FORD,PA,BK,25220 NORMANDIE AVE S,567,55,80.69BS,NO PARK/STREET CLEAN,73,6471285.5,1748106.1
4273206000,2015-12-31T00:00:00,815,,,CA,201606,,KIA,PA,BK,25100 NORMANDIE AVE S,567,55,80.69BS,NO PARK/STREET CLEAN,73,6471287.8,1748546.9
4273209323,2015-12-30T00:00:00,2359,,,CA,201601,,HYUN,PA,BL,910 POINSETTIA PL N,400,54,80.69B,NO PARKING,73,6456097.7,1854333.5
4273209334,2015-12-31T00:00:00,43,37,,CA,201511,,HOND,PA,BK,1635 ORANGE DR N,400,54,80.58L,PREFERENTIAL PARKING,68,6458312.4,1859071.2
4273209345,2015-12-31T00:00:00,44,37,,CA,201602,,TOYT,PA,BK,1635 ORANGE DR N,400,54,80.58L,PREFERENTIAL PARKING,68,6458312.4,1859071.2
4273209356,2015-12-31T00:00:00,45,37,,MT,,,HOND,PA,SL,1635 ORANGE DR N,400,54,80.58L,PREFERENTIAL PARKING,68,6458312.4,1859071.2
4273209360,2015-12-31T00:00:00,49,37,,NE,201103,,DODG,PA,BK,1666 SYCAMORE AVE N,400,54,80.58L,PREFERENTIAL PARKING,68,6457731.2,1859366.8
4273209371,2015-12-31T00:00:00,51,37,,CA,,,VOLK,PA,GY,1666 SYCAMORE AVE N,400,54,80.58L,PREFERENTIAL PARKING,68,6457731.2,1859366.8
4273209382,2015-12-31T00:00:00,51,37,,CA,201611,,NISS,PA,SL,1666 SYCAMORE AVE N,400,54,80.58L,PREFERENTIAL PARKING,68,6457731.2,1859366.8
4273209393,2015-12-31T00:00:00,113,,,CA,201603,,BMW,PA,BK,466 ST ANDREWS PL N,400,54,8.06E+02,WHITE ZONE,58,6467298.6,1846517.4
4273218633,2015-12-31T00:00:00,1110,,,CA,201601,,JEEP,PA,GY,2001 N GRAMERCY DR,482,54,80.56E4+,RED ZONE,93,6466911.7,1861707.5
4273218644,2015-12-31T00:00:00,1202,,,TX,,,TOYT,PA,BK,2060 N VINE ST,482,54,80.69B,NO PARKING,73,6462763.5,1861792.2
4273218655,2015-12-31T00:00:00,1529,,,CA,201612,,RROV,PA,BK,8010 W ZEUS DR,482,54,22502A,18 IN. CURB/2 WAY,63,6449806.9,1863918.6
4273218666,2015-12-31T00:00:00,1539,,,CA,201612,,TOYT,PA,GY,2412 N JUPITER DR,482,54,22500F,PARKED ON SIDEWALK,68,6451730.2,1863799.7
4273218670,2015-12-31T00:00:00,1541,,,CA,201604,,BMW,PA,BK,2412 N JUPITER DR,482,54,22500F,PARKED ON SIDEWALK,68,6451730.2,1863799.7
4273218681,2015-12-31T00:00:00,1544,,,CA,,,TSMR,PA,BK,2438 N JUPITER DR,482,54,22500F,PARKED ON SIDEWALK,68,6451813,1863998.3
4273218692,2015-12-31T00:00:00,1605,,,CA,201605,,MNNI,PA,WT,7425 W SUNSET BLVD,482,54,80.7,NO STOPPING/ANTI-GRI,163,6455291,1858236.7
4273218703,2015-12-31T00:00:00,1611,,,BC,201611,,AUDI,PA,BK,7439 W SUNSET BLVD,482,54,80.7,NO STOPPING/ANTI-GRI,163,6455225.2,1858237.5
